金针菇,1.50,1.75,2.00,普通,斤,2021-05-12
大白菜,0.30,0.33,0.35,储存新,斤,2021-05-12
娃娃菜,0.50,0.55,0.60,大小,斤,2021-05-12
小白菜,0.40,0.55,0.70,普通,斤,2021-05-12
芹菜,1.00,1.10,1.20,冀,斤,2021-05-12
西芹,2.00,2.25,2.50,普通,斤,2021-05-12
菠菜,1.00,1.25,1.50,鲁冀,斤,2021-05-12
莴笋,1.00,1.30,1.60,闽浙鲁,斤,2021-05-12
团生菜,1.50,1.75,2.00,云冀,斤,2021-05-12
圆白菜,0.40,0.45,0.50,苏冀,斤,2021-05-12
克伦生,6.00,8.00,10.00,葡萄类,斤,2021-05-14
黑提葡萄、夏黑,10.00,11.00,12.00,葡萄类,斤,2021-05-14
蓝莓葡萄,8.00,9.00,10.00,葡萄类,斤,2021-05-14
乒乓球葡萄,10.00,11.00,12.00,葡萄类,斤,2021-05-14
维多利亚葡萄,9.00,9.50,10.00,葡萄类,斤,2021-05-14
郁金香,10.00,11.00,12.00,葡萄类,斤,2021-05-14
台农小芒果,2.50,3.50,4.50,芒果类,斤,2021-05-14
台农大芒果,3.50,4.75,6.00,芒果类,斤,2021-05-14
红金龙,7.50,7.75,8.00,芒果类,斤,2021-05-14
高乐密,2.50,3.75,5.00,芒果类,斤,2021-05-14
青皮芒果,2.80,3.40,4.00,芒果类,斤,2021-05-14
水仙芒果,4.00,5.00,6.00,芒果类,斤,2021-05-14
肯特新世纪澳芒,4.50,7.25,10.00,芒果类,斤,2021-05-14
妃子笑,10.00,12.00,14.00,荔枝类,斤,2021-05-14
红灯,17.00,17.50,18.00,樱桃类,斤,2021-05-14
水晶,25.00,27.50,30.00,樱桃类,斤,2021-05-14
佳红,70.00,105.00,140.00,樱桃类,斤,2021-05-14
美早,20.00,35.00,50.00,樱桃类,斤,2021-05-14
沙蜜托,20.00,22.50,25.00,樱桃类,斤,2021-05-14
椰青个,6.00,6.25,6.50,其他类,斤,2021-05-14
丝瓜,1.40,2.20,3.00,豫鲁,斤,2021-05-12
丝瓜,2.50,3.65,4.80,短,斤,2021-05-12
瓠子,1.50,1.65,1.80,普通,斤,2021-05-12
西葫芦,0.60,0.70,0.80,滇鲁,斤,2021-05-12
佛手瓜,2.30,2.45,2.60,普通,斤,2021-05-12
金丝南瓜,0.70,0.85,1.00,琼,斤,2021-05-12
南北瓜,1.20,1.35,1.50,冀琼,斤,2021-05-12
尖椒,1.50,1.90,2.30,冀晋鲁新,斤,2021-05-12
螺丝椒,2.00,2.50,3.00,普通,斤,2021-05-12
柿子椒,1.50,1.85,2.20,鲁新,斤,2021-05-12
线椒,3.00,3.25,3.50,鲁琼新,斤,2021-05-12
杭椒,2.50,2.75,3.00,普通,斤,2021-05-12
小米椒,3.00,4.00,5.00,滇,斤,2021-05-12
彩椒,4.50,5.00,5.50,红黄,斤,2021-05-12
白萝卜,0.30,0.40,0.50,冀,斤,2021-05-12
心里美,1.50,2.15,2.80,冀新,斤,2021-05-12
卞萝卜,0.40,0.50,0.60,冀,斤,2021-05-12
青萝卜,1.50,2.05,2.60,冀鲁新,斤,2021-05-12
胡萝卜,1.00,1.10,1.20,冀鲁新,斤,2021-05-12
胡萝卜（洗）,0.80,1.10,1.40,冀闽箱,斤,2021-05-12
精品豆腐泡,5.00,5.00,5.00,豆制品,袋,2021-05-14
白玉内酯豆腐,2.50,2.50,2.50,豆制品,盒,2021-05-14
香香内脂豆腐,1.50,1.50,1.50,豆制品,盒,2021-05-14
鲤鱼,12.00,12.50,13.00,750g-1000g,斤,2021-05-14
鲤鱼,12.00,12.50,13.00,>1000g,斤,2021-05-14
草鱼,14.00,14.50,15.00,750g-1000g,斤,2021-05-14
草鱼,14.00,14.50,15.00,>1000g,斤,2021-05-14
鲫鱼,16.00,16.00,16.00,200g-250g,斤,2021-05-14
鲫鱼,17.00,17.00,17.00,350g-400g,斤,2021-05-14
胖头鱼,16.00,16.00,16.00,>2000g,斤,2021-05-14
武昌鱼,12.00,12.00,12.00,700g左右,斤,2021-05-14
鲢鱼,5.00,5.50,6.00,1000-1500g,斤,2021-05-14
嘎鱼,24.00,24.50,25.00,<100g,斤,2021-05-14
淡水鲈鱼,22.00,22.00,22.00,活,斤,2021-05-14
大白菜,0.30,0.35,0.40,储存新,斤,2021-05-13
娃娃菜,0.50,0.55,0.60,大小,斤,2021-05-13
小白菜,0.40,0.55,0.70,普通,斤,2021-05-13
芹菜,1.00,1.10,1.20,冀,斤,2021-05-13
西芹,2.00,2.25,2.50,普通,斤,2021-05-13
菠菜,1.00,1.15,1.30,鲁冀,斤,2021-05-13
凯特杏、白杏,10.00,10.50,11.00,桃李杏类,斤,2021-05-13
无籽小号-大号,1.80,1.90,2.00,西瓜类,斤,2021-05-13
麒麟、甜蜜蜜,2.40,2.70,3.00,西瓜类,斤,2021-05-13
黑美人,2.00,2.10,2.20,西瓜类,斤,2021-05-13
特小风,2.00,2.20,2.40,西瓜类,斤,2021-05-13
L600吊秧瓜,2.50,2.85,3.20,西瓜类,斤,2021-05-13
甜王,1.40,1.60,1.80,西瓜类,斤,2021-05-13
蜜童,3.00,3.25,3.50,西瓜类,斤,2021-05-13
墨童西瓜,3.50,3.60,3.70,西瓜类,斤,2021-05-13
绿宝（p2）,1.80,1.90,2.00,西瓜类,斤,2021-05-13
国产香蕉,2.00,2.40,2.80,香蕉类,斤,2021-05-13
南美、菲律宾香蕉,2.70,3.35,4.00,香蕉类,斤,2021-05-13
泰国香蕉（帝王蕉）,7.00,7.50,8.00,香蕉类,斤,2021-05-13
晓蜜25号,2.00,2.25,2.50,甜瓜类,斤,2021-05-13
黄金瓜／金蜜,2.00,2.25,2.50,甜瓜类,斤,2021-05-13
玉菇,2.00,2.25,2.50,甜瓜类,斤,2021-05-13
网纹,3.00,3.50,4.00,甜瓜类,斤,2021-05-13
长香玉,1.80,2.15,2.50,甜瓜类,斤,2021-05-13
西洲蜜,2.80,2.90,3.00,甜瓜类,斤,2021-05-13
24白糖罐,2.50,2.75,3.00,甜瓜类,斤,2021-05-13
长香玉,1.80,2.00,2.20,甜瓜类,斤,2021-05-16
西洲蜜,2.80,2.90,3.00,甜瓜类,斤,2021-05-16
24白糖罐,2.50,2.75,3.00,甜瓜类,斤,2021-05-16
羊角蜜,2.30,4.15,6.00,甜瓜类,斤,2021-05-16
花蕾甜瓜,3.00,4.00,5.00,甜瓜类,斤,2021-05-16
久红瑞,2.00,2.15,2.30,甜瓜类,斤,2021-05-16
绿宝甜瓜,3.50,4.25,5.00,甜瓜类,斤,2021-05-16
博阳（系列）,2.20,3.10,4.00,甜瓜类,斤,2021-05-16
景甜,3.00,3.50,4.00,甜瓜类,斤,2021-05-16
208甜瓜,2.00,2.15,2.30,甜瓜类,斤,2021-05-16
富士（纸袋Φ70-84）,1.80,2.20,2.60,苹果类,斤,2021-05-16
富士（纸+膜袋）,1.80,2.00,2.20,苹果类,斤,2021-05-16
富士（纸袋Φ85以上）,2.80,3.20,3.60,苹果类,斤,2021-05-16
黄元帅,1.50,1.75,2.00,苹果类,斤,2021-05-16
花牛(Φ70-85),1.40,2.00,2.60,苹果类,斤,2021-05-16
新疆阿克苏（冰糖心）,3.00,3.50,4.00,苹果类,斤,2021-05-16
国光苹果,1.00,1.50,2.00,苹果类,斤,2021-05-16
辽宁寒富苹果,1.50,1.75,2.00,苹果类,斤,2021-05-16
巨峰葡萄,7.00,10.50,14.00,葡萄类,斤,2021-05-16
红提葡萄,8.00,10.00,12.00,葡萄类,斤,2021-05-16
牛前腱,36.00,36.00,36.00,牛肉类,斤,2021-05-12
牛后腱,36.00,36.00,36.00,牛肉类,斤,2021-05-12
牛前腿,35.00,35.00,35.00,牛肉类,斤,2021-05-12
牛后腿,35.00,35.00,35.00,牛肉类,斤,2021-05-12
牛柳（里脊）,36.00,36.50,37.00,牛肉类,斤,2021-05-12
精牛柳,40.00,41.00,42.00,牛肉类,斤,2021-05-12
牛腩,34.00,34.50,35.00,牛肉类,斤,2021-05-12
牛林,34.00,34.50,35.00,牛肉类,斤,2021-05-12
牛骨,4.50,4.75,5.00,牛肉类,斤,2021-05-12
牛板筋,35.00,35.00,35.00,牛肉类,斤,2021-05-12
牛尾,32.00,32.50,33.00,牛肉类,斤,2021-05-12
牛上脑,35.00,35.00,35.00,牛肉类,斤,2021-05-12
整羊,30.00,30.50,31.00,羊肉类,斤,2021-05-12
去骨羊前腿,41.00,41.50,42.00,羊肉类,斤,2021-05-12
去骨羊后腿,42.00,42.50,43.00,羊肉类,斤,2021-05-12
羊腰窝,40.00,40.50,41.00,羊肉类,斤,2021-05-12
羊肉片,42.00,43.00,44.00,羊肉类,斤,2021-05-12
羊腰子（挂油）,16.00,16.50,17.00,羊肉类,个,2021-05-12
羊蝎子,18.00,19.00,20.00,羊肉类,斤,2021-05-12
羊蝎子（精品）,33.00,33.50,34.00,羊肉类,斤,2021-05-12
茄子,0.80,1.00,1.20,鲁冀,斤,2021-05-12
长茄,1.00,1.30,1.60,云冀,斤,2021-05-12
广茄,1.80,2.30,2.80,冀一路,斤,2021-05-12
线茄,2.50,2.75,3.00,冀,斤,2021-05-12
吊冬瓜,0.60,0.65,0.70,桂,斤,2021-05-12
地冬瓜,0.40,0.45,0.50,普通,斤,2021-05-12
油菜,1.20,1.50,1.80,水菜,斤,2021-05-12
小白菜,1.00,1.25,1.50,水菜,斤,2021-05-12
油麦菜,2.00,2.25,2.50,水菜,斤,2021-05-12
奶白菜,2.00,2.25,2.50,水菜,斤,2021-05-12
散生菜,2.50,2.75,3.00,水菜,斤,2021-05-12
香葱,4.00,4.25,4.50,水菜,斤,2021-05-12
茼蒿,2.00,2.50,3.00,水菜,斤,2021-05-12
蒿子秆,1.50,1.75,2.00,水菜,斤,2021-05-12
水萝卜,1.50,1.75,2.00,水菜,斤,2021-05-12
樱桃萝卜,2.00,2.25,2.50,水菜,斤,2021-05-12
香芹,2.00,2.25,2.50,水菜,斤,2021-05-12
菠菜,3.00,3.50,4.00,水菜,斤,2021-05-12
苋菜,3.00,3.25,3.50,水菜,斤,2021-05-12
菊花菜,1.50,1.75,2.00,水菜,斤,2021-05-12
紫甘蓝,2.40,2.50,2.60,闽云,斤,2021-05-12
散叶生菜,2.50,3.00,3.50,京,斤,2021-05-12
油菜,0.80,0.90,1.00,鲁京,斤,2021-05-12
香菜,0.80,1.00,1.20,鲁冀,斤,2021-05-12
茴香,0.80,1.00,1.20,冀,斤,2021-05-12
韭菜,0.80,0.90,1.00,普通,斤,2021-05-12
苦菊,2.50,2.75,3.00,辽,斤,2021-05-12
油麦菜,2.00,2.25,2.50,京,斤,2021-05-12
散菜花,1.50,1.75,2.00,豫苏,斤,2021-05-12
绿菜花,1.50,1.75,2.00,冀 苏陕,斤,2021-05-12
菜花,1.50,1.55,1.60,云,斤,2021-05-12
绿豆芽,0.95,0.98,1.00,普通,斤,2021-05-12
黄豆芽,0.85,0.88,0.90,普通,斤,2021-05-12
紫菜苔,3.00,3.30,3.60,普通,斤,2021-05-12
番茄,1.00,1.30,1.60,川鲁蒙,斤,2021-05-12
番茄（精品）,1.60,1.80,2.00,鲁新,斤,2021-05-12
樱西,4.00,4.50,5.00,小红,斤,2021-05-12
黄瓜,0.70,0.85,1.00,蒙辽袋鲁,斤,2021-05-12
黄瓜(鲜干花),1.00,1.10,1.20,冀,斤,2021-05-12
小黄瓜,1.50,2.75,4.00,旱荷兰,斤,2021-05-12
北豆腐（屉）,2.00,2.00,2.00,豆制品,斤,2021-05-13
南豆腐（屉）,2.20,2.20,2.20,豆制品,斤,2021-05-13
白玉北豆腐,4.00,4.00,4.00,豆制品,盒,2021-05-13
香香北豆腐,3.00,3.00,3.00,豆制品,盒,2021-05-13
白玉南豆腐,5.50,5.50,5.50,豆制品,盒,2021-05-13
豆腐丝,5.00,5.00,5.00,豆制品,斤,2021-05-13
精品豆腐丝,6.00,6.00,6.00,豆制品,袋,2021-05-13
豆腐皮,5.50,5.50,5.50,豆制品,斤,2021-05-13
豆腐干,4.50,4.50,4.50,豆制品,斤,2021-05-13
精品豆腐干,5.00,5.00,5.00,豆制品,袋,2021-05-13
豆腐泡,5.50,5.50,5.50,豆制品,斤,2021-05-13
精品豆腐泡,5.00,5.00,5.00,豆制品,袋,2021-05-13
白玉内酯豆腐,2.50,2.50,2.50,豆制品,盒,2021-05-13
香香内脂豆腐,1.50,1.50,1.50,豆制品,盒,2021-05-13
鲤鱼,12.00,12.50,13.00,750g-1000g,斤,2021-05-13
鲤鱼,12.00,12.50,13.00,>1000g,斤,2021-05-13
草鱼,14.00,14.50,15.00,750g-1000g,斤,2021-05-13
草鱼,14.00,14.50,15.00,>1000g,斤,2021-05-13
鲫鱼,16.00,16.00,16.00,200g-250g,斤,2021-05-13
鲫鱼,17.00,17.00,17.00,350g-400g,斤,2021-05-13
姜,3.00,4.00,5.00,姜头整,斤,2021-05-13
大蒜,2.50,2.75,3.00,普通,斤,2021-05-13
新蒜,1.40,1.60,1.80,普通,斤,2021-05-13
蒜米,3.00,3.30,3.60,普通,斤,2021-05-13
大葱,3.30,3.60,3.90,冀苏,斤,2021-05-13
小葱,1.00,1.15,1.30,普通,斤,2021-05-13
蒜苗,1.50,3.00,4.50,云鲁,斤,2021-05-13
蒜黄,5.00,5.25,5.50,冀,斤,2021-05-13
青蒜,1.50,1.75,2.00,京,斤,2021-05-13
平菇,2.00,2.50,3.00,小叶,斤,2021-05-13
香菇,3.00,3.50,4.00,普通,斤,2021-05-13
白玉菇,4.00,4.50,5.00,普通,斤,2021-05-13
口蘑,7.00,7.50,8.00,普通,斤,2021-05-13
杏鲍菇,2.50,3.00,3.50,普通,斤,2021-05-13
金针菇,1.50,2.00,2.50,普通,斤,2021-05-13
玫瑰香葡萄,11.00,12.50,14.00,葡萄类,斤,2021-05-13
克伦生,6.00,8.00,10.00,葡萄类,斤,2021-05-13
黑提葡萄、夏黑,10.00,11.00,12.00,葡萄类,斤,2021-05-13
蓝莓葡萄,8.00,9.00,10.00,葡萄类,斤,2021-05-13
乒乓球葡萄,10.00,11.00,12.00,葡萄类,斤,2021-05-13
蜜梨,2.00,2.25,2.50,梨类,斤,2021-05-12
京白梨,2.00,2.25,2.50,梨类,斤,2021-05-12
耙耙柑、丑橘,2.00,2.50,3.00,柑橘类,斤,2021-05-12
鄂、湘、川脐橙,1.50,2.25,3.00,柑橘类,斤,2021-05-12
血橙二月红中华红,2.00,2.50,3.00,柑橘类,斤,2021-05-12
沃柑,3.00,3.50,4.00,柑橘类,斤,2021-05-12
金桔,5.00,6.00,7.00,柑橘类,斤,2021-05-12
伦晚,1.80,2.40,3.00,柑橘类,斤,2021-05-12
油桃,4.00,6.50,9.00,桃李杏类,斤,2021-05-12
蟠桃,12.00,14.00,16.00,桃李杏类,斤,2021-05-12
水蜜桃,10.00,13.00,16.00,桃李杏类,斤,2021-05-12
春雪,8.00,11.50,15.00,桃李杏类,斤,2021-05-12
黄油桃,5.00,7.50,10.00,桃李杏类,斤,2021-05-12
黄毛桃,15.00,16.00,17.00,桃李杏类,斤,2021-05-12
猕猴桃（徐香翠香）,2.50,3.00,3.50,桃李杏类,斤,2021-05-12
猕猴桃（海沃德）,2.00,2.25,2.50,桃李杏类,斤,2021-05-12
李子,8.00,10.00,12.00,桃李杏类,斤,2021-05-12
金太阳,8.00,9.00,10.00,桃李杏类,斤,2021-05-12
丰源红,3.00,3.50,4.00,桃李杏类,斤,2021-05-12
凯特杏、白杏,10.00,10.50,11.00,桃李杏类,斤,2021-05-12
豌豆,1.10,1.20,1.30,普通,斤,2021-05-14
蚕豆,1.00,1.10,1.20,普通,斤,2021-05-14
荷兰豆,4.60,5.05,5.50,冀云,斤,2021-05-14
玉米,1.40,1.60,1.80,白,斤,2021-05-14
花生,4.50,5.00,5.50,广东海南,斤,2021-05-14
苦瓜,2.00,2.20,2.40,鲁,斤,2021-05-14
丝瓜,1.40,1.50,1.60,豫鲁,斤,2021-05-14
丝瓜,2.00,2.50,3.00,短,斤,2021-05-14
瓠子,1.50,1.60,1.70,普通,斤,2021-05-14
西葫芦,0.60,0.70,0.80,滇鲁,斤,2021-05-14
佛手瓜,2.00,2.15,2.30,普通,斤,2021-05-14
金丝南瓜,0.70,0.85,1.00,琼,斤,2021-05-14
南北瓜,1.00,1.15,1.30,冀琼,斤,2021-05-14
尖椒,1.70,1.85,2.00,冀晋鲁新,斤,2021-05-14
螺丝椒,2.40,2.50,2.60,普通,斤,2021-05-14
柿子椒,1.50,1.65,1.80,鲁新,斤,2021-05-14
线椒,3.00,3.00,3.00,鲁琼新,斤,2021-05-14
杭椒,2.50,2.75,3.00,普通,斤,2021-05-14
小米椒,3.00,4.00,5.00,滇,斤,2021-05-14
彩椒,4.50,5.00,5.50,红黄,斤,2021-05-14
黄瓜,0.80,0.90,1.00,蒙辽袋鲁,斤,2021-05-13
黄瓜(鲜干花),0.80,0.95,1.10,冀,斤,2021-05-13
小黄瓜,1.40,2.20,3.00,旱荷兰,斤,2021-05-13
茄子,0.80,1.00,1.20,鲁冀,斤,2021-05-13
长茄,1.00,1.25,1.50,云冀,斤,2021-05-13
广茄,1.80,2.20,2.60,冀一路,斤,2021-05-13
线茄,2.50,2.90,3.30,冀,斤,2021-05-13
吊冬瓜,0.65,0.70,0.75,桂,斤,2021-05-13
地冬瓜,0.45,0.50,0.55,普通,斤,2021-05-13
小毛冬瓜,1.00,1.25,1.50,圆鲁新,斤,2021-05-13
架豆,1.80,2.15,2.50,普通,斤,2021-05-13
豆王,3.00,3.25,3.50,普通,斤,2021-05-13
扁豆,2.00,2.35,2.70,冀鲁聊城,斤,2021-05-13
豇豆,3.00,3.50,4.00,桂京冀,斤,2021-05-13
白不老,2.00,2.50,3.00,滇鲁,斤,2021-05-13
锅里变架豆,1.50,1.70,1.90,普通,斤,2021-05-13
油豆,2.00,3.50,5.00,鲁,斤,2021-05-13
毛豆,2.50,2.75,3.00,普通,斤,2021-05-13
豌豆,1.10,1.20,1.30,普通,斤,2021-05-13
蚕豆,1.10,1.20,1.30,普通,斤,2021-05-13
豆腐皮,5.50,5.50,5.50,豆制品,斤,2021-05-12
豆腐干,4.50,4.50,4.50,豆制品,斤,2021-05-12
精品豆腐干,5.00,5.00,5.00,豆制品,袋,2021-05-12
豆腐泡,5.50,5.50,5.50,豆制品,斤,2021-05-12
精品豆腐泡,5.00,5.00,5.00,豆制品,袋,2021-05-12
白玉内酯豆腐,2.50,2.50,2.50,豆制品,盒,2021-05-12
香香内脂豆腐,1.50,1.50,1.50,豆制品,盒,2021-05-12
白条猪（瘦）,12.00,12.00,12.00,猪肉类,斤,2021-05-12
白条猪（肥）,10.00,10.00,10.00,猪肉类,斤,2021-05-12
前臀尖（瘦）,11.00,11.50,12.00,猪肉类,斤,2021-05-12
前臀尖（肥）,10.00,10.50,11.00,猪肉类,斤,2021-05-12
后臀尖（瘦）,11.00,11.50,12.00,猪肉类,斤,2021-05-12
鲤鱼,12.00,12.50,13.00,750g-1000g,斤,2021-05-12
鲤鱼,12.00,12.50,13.00,>1000g,斤,2021-05-12
草鱼,14.00,14.50,15.00,750g-1000g,斤,2021-05-12
草鱼,14.00,14.50,15.00,>1000g,斤,2021-05-12
鲫鱼,16.00,16.00,16.00,200g-250g,斤,2021-05-12
鲫鱼,17.00,17.00,17.00,350g-400g,斤,2021-05-12
胖头鱼,15.00,15.00,15.00,>2000g,斤,2021-05-12
武昌鱼,12.00,12.00,12.00,700g左右,斤,2021-05-12
鲢鱼,5.00,5.50,6.00,1000-1500g,斤,2021-05-12
嘎鱼,24.00,24.50,25.00,<100g,斤,2021-05-12
淡水鲈鱼,22.00,22.00,22.00,活,斤,2021-05-12
大白菜,0.40,0.50,0.60,储存新,斤,2021-05-11
娃娃菜,0.60,0.70,0.80,大小,斤,2021-05-11
小白菜,0.50,0.70,0.90,普通,斤,2021-05-11
芹菜,1.00,1.10,1.20,冀,斤,2021-05-11
西芹,2.00,2.25,2.50,普通,斤,2021-05-11
菠菜,1.00,1.30,1.60,鲁冀,斤,2021-05-11
莴笋,1.00,1.30,1.60,闽浙鲁,斤,2021-05-11
团生菜,1.50,1.75,2.00,云冀,斤,2021-05-11
圆白菜,0.40,0.50,0.60,苏冀,斤,2021-05-11
紫甘蓝,2.40,2.50,2.60,闽云,斤,2021-05-11
散叶生菜,2.50,3.00,3.50,京,斤,2021-05-11
油菜,0.80,0.90,1.00,鲁京,斤,2021-05-11
香菜,1.00,1.10,1.20,鲁冀,斤,2021-05-11
茴香,1.30,1.40,1.50,冀,斤,2021-05-11
韭菜,0.80,0.90,1.00,普通,斤,2021-05-11
苦菊,2.50,2.75,3.00,辽,斤,2021-05-11
油麦菜,2.00,2.25,2.50,京,斤,2021-05-11
白草莓（日本淡雪）,12.00,14.00,16.00,其他类,斤,2021-05-12
红颜九九草莓,9.00,10.50,12.00,其他类,斤,2021-05-12
杨梅,10.00,11.00,12.00,其他类,斤,2021-05-12
甜宝(奶油)草莓,4.00,5.50,7.00,其他类,斤,2021-05-12
火龙果,4.00,5.25,6.50,其他类,斤,2021-05-12
木瓜,3.00,3.50,4.00,其他类,斤,2021-05-12
柿饼,6.00,7.00,8.00,其他类,斤,2021-05-12
甘蔗,1.20,1.35,1.50,其他类,斤,2021-05-12
柠檬,3.50,3.75,4.00,其他类,斤,2021-05-12
黑枣,5.00,5.50,6.00,其他类,斤,2021-05-12
山楂,4.00,5.00,6.00,其他类,斤,2021-05-12
姑娘果（灯笼果）,13.00,13.50,14.00,其他类,斤,2021-05-12
鸭梨,1.20,1.35,1.50,梨类,斤,2021-05-12
雪花梨,1.40,1.50,1.60,梨类,斤,2021-05-12
皇冠梨（标箱）,2.50,2.75,3.00,梨类,斤,2021-05-12
丰水梨,2.50,2.75,3.00,梨类,斤,2021-05-12
酥梨,1.50,1.65,1.80,梨类,斤,2021-05-12
库尔勒香梨,3.00,3.75,4.50,梨类,斤,2021-05-12
红香酥梨系列,1.50,1.75,2.00,梨类,斤,2021-05-12
红啤梨,3.00,3.25,3.50,梨类,斤,2021-05-12
前臀尖（肥）,10.50,11.00,11.50,猪肉类,斤,2021-05-13
后臀尖（瘦）,11.50,12.00,12.50,猪肉类,斤,2021-05-13
后臀尖（肥）,10.50,11.00,11.50,猪肉类,斤,2021-05-13
五花肉（瘦）,13.00,13.50,14.00,猪肉类,斤,2021-05-13
五花肉（肥）,12.00,12.50,13.00,猪肉类,斤,2021-05-13
纯通脊,12.00,12.50,13.00,猪肉类,斤,2021-05-13
通脊,10.00,11.00,12.00,猪肉类,斤,2021-05-13
纯瘦肉,11.00,11.50,12.00,猪肉类,斤,2021-05-13
前肘,11.00,11.50,12.00,猪肉类,斤,2021-05-13
后肘,10.00,10.50,11.00,猪肉类,斤,2021-05-13
猪尾巴,45.00,45.00,45.00,猪肉类,斤,2021-05-13
猪蹄,18.00,18.00,18.00,猪肉类,斤,2021-05-13
纯排骨,22.00,23.00,24.00,猪肉类,斤,2021-05-13
纯腔骨,10.00,11.00,12.00,猪肉类,斤,2021-05-13
腔排骨,14.00,14.50,15.00,猪肉类,斤,2021-05-13
棒骨,10.00,11.00,12.00,猪肉类,斤,2021-05-13
猪头,14.00,14.50,15.00,猪肉类,斤,2021-05-13
猪耳,27.00,27.00,27.00,猪肉类,斤,2021-05-13
猪肚,20.00,20.00,20.00,猪肉类,斤,2021-05-13
猪板油,12.00,12.50,13.00,猪肉类,斤,2021-05-13
莴笋,0.90,1.25,1.60,闽浙鲁,斤,2021-05-13
团生菜,1.50,1.75,2.00,云冀,斤,2021-05-13
圆白菜,0.40,0.50,0.60,苏冀,斤,2021-05-13
紫甘蓝,1.60,1.80,2.00,闽云,斤,2021-05-13
散叶生菜,2.50,3.00,3.50,京,斤,2021-05-13
油菜,0.80,0.90,1.00,鲁京,斤,2021-05-13
香菜,0.80,1.00,1.20,鲁冀,斤,2021-05-13
茴香,0.80,1.00,1.20,冀,斤,2021-05-13
韭菜,1.00,1.10,1.20,普通,斤,2021-05-13
苦菊,2.50,2.75,3.00,辽,斤,2021-05-13
油麦菜,2.00,2.25,2.50,京,斤,2021-05-13
散菜花,1.50,1.75,2.00,豫苏,斤,2021-05-13
绿菜花,1.70,2.00,2.30,冀 苏陕,斤,2021-05-13
菜花,1.50,1.65,1.80,云,斤,2021-05-13
绿豆芽,0.95,0.98,1.00,普通,斤,2021-05-13
黄豆芽,0.85,0.88,0.90,普通,斤,2021-05-13
紫菜苔,3.00,3.25,3.50,普通,斤,2021-05-13
番茄,1.00,1.30,1.60,川鲁蒙,斤,2021-05-13
番茄（精品）,1.60,1.80,2.00,鲁新,斤,2021-05-13
樱西,4.00,4.50,5.00,小红,斤,2021-05-13
无籽小号-大号,1.80,1.90,2.00,西瓜类,斤,2021-05-12
麒麟、甜蜜蜜,2.40,2.70,3.00,西瓜类,斤,2021-05-12
黑美人,2.00,2.10,2.20,西瓜类,斤,2021-05-12
特小风,2.00,2.20,2.40,西瓜类,斤,2021-05-12
L600吊秧瓜,3.00,3.25,3.50,西瓜类,斤,2021-05-12
甜王,1.50,1.65,1.80,西瓜类,斤,2021-05-12
蜜童,3.00,3.25,3.50,西瓜类,斤,2021-05-12
墨童西瓜,3.50,3.60,3.70,西瓜类,斤,2021-05-12
绿宝（p2）,1.80,1.90,2.00,西瓜类,斤,2021-05-12
国产香蕉,2.00,2.40,2.80,香蕉类,斤,2021-05-12
南美、菲律宾香蕉,2.70,3.35,4.00,香蕉类,斤,2021-05-12
泰国香蕉（帝王蕉）,7.00,7.50,8.00,香蕉类,斤,2021-05-12
晓蜜25号,2.00,2.25,2.50,甜瓜类,斤,2021-05-12
黄金瓜／金蜜,2.00,2.25,2.50,甜瓜类,斤,2021-05-12
玉菇,2.00,2.25,2.50,甜瓜类,斤,2021-05-12
网纹,3.00,3.50,4.00,甜瓜类,斤,2021-05-12
长香玉,1.80,2.15,2.50,甜瓜类,斤,2021-05-12
西洲蜜,2.80,2.90,3.00,甜瓜类,斤,2021-05-12
24白糖罐,2.50,2.75,3.00,甜瓜类,斤,2021-05-12
羊角蜜,3.00,4.00,5.00,甜瓜类,斤,2021-05-12
螺丝椒,2.00,2.50,3.00,普通,斤,2021-05-11
柿子椒,1.50,1.85,2.20,鲁新,斤,2021-05-11
线椒,3.00,3.25,3.50,鲁琼新,斤,2021-05-11
杭椒,2.50,2.75,3.00,普通,斤,2021-05-11
小米椒,3.00,4.00,5.00,滇,斤,2021-05-11
彩椒,4.50,5.00,5.50,红黄,斤,2021-05-11
白萝卜,0.30,0.40,0.50,冀,斤,2021-05-11
心里美,1.50,1.55,1.60,冀,斤,2021-05-11
心里美（新）,2.60,2.70,2.80,普通,斤,2021-05-11
卞萝卜,0.40,0.50,0.60,冀,斤,2021-05-11
青萝卜,1.50,2.05,2.60,冀鲁新,斤,2021-05-11
胡萝卜,1.00,1.10,1.20,冀鲁新,斤,2021-05-11
胡萝卜（洗）,0.80,1.00,1.20,冀闽箱,斤,2021-05-11
小水萝卜,0.60,0.80,1.00,普通,斤,2021-05-11
土豆,0.50,0.65,0.80,冀云,斤,2021-05-11
新土豆（黄心）,1.00,1.15,1.30,鲁,斤,2021-05-11
黄葱头,0.70,0.80,0.90,蒙甘,斤,2021-05-11
红葱头,1.20,1.30,1.40,老新,斤,2021-05-11
山药,1.80,2.15,2.50,脆麻新,斤,2021-05-11
铁棍山药,5.00,5.50,6.00,普通,斤,2021-05-11
荸荠,1.60,2.30,3.00,皖,斤,2021-05-15
芋头,1.70,1.85,2.00,鲁,斤,2021-05-15
苇叶,3.40,3.45,3.50,普通,斤,2021-05-15
姜,3.00,4.00,5.00,姜头整,斤,2021-05-15
大蒜,2.50,2.75,3.00,普通,斤,2021-05-15
